743800	Maglalayag ang eroplano sa ika-5.	67851	That plane will take off at five.
743801	Sinunog ang aso hanggang mamatay ito.	48239	The dog was burnt to death.
743802	Hindi ko alam na galing pala sa binhi ang puno ng mansanas.	29625	I didn't know apple trees grow from seeds.
743803	Hindi ka makakaasa sa kanya.	299806	He can be relied on.
743803	Hindi ka makakaasa sa kanya.	1122129	You can't count on him.
743804	Sinuwerte siya at nanalo sa lotto.	673205	She beat the odds and won the lottery.
743805	Nakita ko 'yong taong pumasok sa silid.	254545	I saw the man enter the room.
743805	Nakita ko 'yong taong pumasok sa silid.	2283215	I saw someone go into the room.
743806	May asong biglang dumamba sa akin.	239125	A dog suddenly jumped at me.
743807	Sino'ng darating?	619673	Who is coming?
743808	Magaling na atleta si Ken.	238894	Ken is quite an athlete.
743810	Hindi lahat ng mga tauhan ay dumalo.	51970	Not all of the staff was present.
743811	Naglakad ako nang mabilis para maabutan ang unang tren.	27240	I walked quickly so that I might catch the first train.
743812	Tutulungan niya akong pumili ng bagong kotse.	315157	She will help me choose myself a new car.
743813	Napakahangin kahapon.	244489	It was very windy yesterday.
743814	Pupunta ako sa America sa pamamagitan ng eroplano.	252355	I am going to America by plane.
743815	Mas matangkad ako.	251869	I am taller.
743817	Naaalala ko ang masasaya kong araw kapag nakikita ko itong litrato na ito.	46868	The picture reminds me of my happy old days.
743818	Sana may aircon ang silid namin.	19042	I wish our classroom were air-conditioned.
743819	Magsindi ka naman ng kandila.	29464	Please light a candle.
743821	Aso ni Mary ito.	55826	This is Mary's dog.
743822	Kahit ano'ng sabihin niya, hindi magbabago ang isip ko.	283415	Whatever he may say, I won't change my mind.
743823	Ano'ng oras ako pupunta?	24594	What time shall I come?
743828	Mabilis kumalat ang balita tungkol sa nangyari.	727140	Word of the incident spread quickly.
743829	Kahit sino pa ang magsabi, hindi ako maniniwala.	276230	Whoever may say so, I won't believe.
743830	Maaari mo bang sabihin sa akin kung paano pumunta sa istasyon ng Osaka?	275692	Could you tell me how to get to Osaka station?
743831	Sinenyasan niya silang tumigil.	297210	He signaled them to stop.
743833	Pinayagan siyang gamitin ang silit-aklatan.	315265	She was accorded permission to use the library.
743834	Kadaraan lang ng pusa sa tabi ko.	35819	The cat has just passed by beside me.
743836	Sulit 'yan.	435204	It's a real bargain.
743838	Labas-pasok siya sa ospital.	316098	She is constantly in and out of hospital.
743841	Ginawa ng diyos ang mundo.	269626	The earth was made by God.
743842	Mahirap alagaan ang umiiyak na sanggol.	19572	It's hard to handle crying babies.
743844	Gusto mo ba ng upuang malapit sa bintana o malapit sa pasilyo?	448965	Would you like a window seat or a seat on the aisle?
743845	Maraming tao sa kalye noong dumaan ang parada.	402559	There were lots of people on the street when the parade came by.
743846	Gumigising sila ng ika-6 ng umaga araw-araw.	307566	They wake up at six every morning.
743847	Huwag mo kaming tawagan. Kami ang tatawag sa'yo.	619778	Don't call us, we'll call you.
743849	Nanghihingi kami ng paumanhin dahil sa masamang panahon.	278830	We are sorry about the bad weather.
743850	Pagbabayaran niya ang mga kasalanan niya.	284894	He will answer for his crimes.
743851	Paano ako makakapunta sa estasyon ng pulis?	37549	How can I get to the police station?
743852	Nagsisimula pa lang ang party.	35639	The party is just beginning.
743853	Pupunta ako sa Tsina sa susunod na linggo.	262148	I'll set out for China next week.
743855	Saan ka nagsusulat?	687618	Where do you write?
743857	Lumalangoy si Naoko.	278240	Naoko swims.
743859	Darating ang araw na makakapunta ang tao sa Mars.	270194	The day will soon come when man can travel to Mars.
743860	Siya ang pinapangarap kong babae.	317018	She is my dream girl.
743861	Nakita ko siya pagkalipas ng sampung taon.	299332	I saw him after ten years.
743864	Nanahimik kami sa silid.	249339	We kept quiet in the room.
743866	Isang tasa pa ng kape?	62229	How about another cup of coffee?
743867	Mahirap maglakad ng 60 kilometro sa isang araw.	27434	It is difficult to walk 60 kilometers a day.
743868	Halos hindi marinig ang boses niya sa ingay.	492983	Her voice could hardly be heard over the noise.
743870	Kumuha ka lang.	71298	Take as many as you want.
743873	Nanatili siya sa bahay ng tiyahin niya.	299376	He stayed at his aunt's house.
743875	Dapat maglakad ka lang papunta doon.	50959	You'd better go there on foot.
743877	Siguradong makaaasa ka sa kanya.	21692	You can certainly rely on him.
743878	Halos hindi natin naiwasan ang aksidente.	28853	We narrowly missed the accident.
743880	Maaantala ang pag-alis ng tren.	326178	The train's departure will be delayed.
743882	Ang bango.	37866	It smelled really good.
743884	Isa-isang nilabas ni Mary ang mga itlog.	31868	Mary took out the eggs one by one.
743886	Pumili ng pagkain sa bawat bahagi ng menu.	680508	Choose a food from each part of the menu.
743888	Parang ayaw ko sagutan itong questionnaire. Masyadong maraming tanong.	61338	I don't feel like filling out this questionnaire. There are too many items.
743890	Kating-kati na siyang ibunyag ang sikreto.	316569	She was burning to tell the secret.
743892	Mahigpit niyang hinawakan ang kamay ko.	314344	She held on to my hand tightly.
743894	Sinubukan ng nanay ko na pagbatiin ang magkasintahan.	706408	My mother tried to reconcile the couple.
743896	Ang bahay ay hindi lang basta gusali.	599660	A home is more than a mere building.
743897	Ano'ng oras na?	428402	What time is it?
743899	Dapat maidaan ang makina sa lahat ng mga test.	269060	The new engine must undergo all the necessary tests.
743900	Una ang pangalan mo sa listahan.	453147	Your name is first on the list.
743901	Dapat malaman ng magulang mo iyon.	63248	Your parents ought to know it.
743902	Wala akong kaalam-alam.	436699	I haven't the faintest idea.
743904	Bakit mo sila pinaparusahan?	36489	What are you punishing them for?
743905	Hindi namin siya tinulungan, kaya ginawa niya mag-isa.	23097	We didn't help him, so he did it off his own bat.
743907	Libangan kong mangolekta ng lumang barya.	321510	My hobby is collecting old coins.
743909	Yan ang pinakamagandang puwit na nakita ko sa buong buhay ko.	471455	She has got the prettiest buttocks I've ever seen.
743911	Ang ganyang uri ng laruan ay may masamang impluwensiya sa mga kabataan.	60434	Such toys have a bad influence on children.
743912	Inamin ng lalaki na pinasok niya ang bahay.	45359	The man admitted having broken into the house.
743913	Nagulat sila sa balita.	305826	They were alarmed at the news.
743915	Napakalamig kagabi kaya nanatili lang ako sa bahay.	244488	It was so cold yesterday that I stayed home.
743916	Kaya gawin ng computer ang trabaho nang madalian.	54581	Computers can do the job with ease.
743917	Anuman ang mangyari, hindi mo malalaman.	63264	Anyway, you'll never know.
743917	Anuman ang mangyari, hindi mo malalaman.	1122107	Whatever happens, you're never going to find out.
743918	Kinailangan kong magtrabaho hanggang gabi kaya ipinagpaliban ko ang aking date.	681765	I postponed my date because I had to work late.
743919	Hindi kilala ni Masha ang kanyang magulang.	568999	Masha didn't know her parents.
743921	Pinapasok siya ni tatay sa study.	319002	Father showed him into the study.
743922	Namimiss ko na siya.	307995	I miss her so much.
743923	Masyado siyang maagang dumating.	300831	He arrived too early.
743924	Pasensya na at late ako, ang dami kasi ng kinailangan kong gawin.	277352	I'm sorry I'm late, but there's been a lot of work to do.
743925	Tapusin natin ang laro.	263518	Let's stay until the end of the game.
743926	Nawala siya sa isang iglap.	71707	He disappeared in an instant.
743927	Alam mong pinaiyak mo ako.	35837	You know, you made me cry.
743928	Alam mo, pinaiyak mo ako.	35837	You know, you made me cry.
743929	Bakit hindi mo sinabi 'to nang mas maaga? May nagawa sana tayo tungkol dito.	38788	Why didn't you tell us about this earlier? We'd have been able to do something about it.
743930	Hinalal nila siyang chairman.	307403	They elected him chairman.
743931	Tumakbo 'yong bata nang nakita niya ako.	268013	The boy ran away when he saw me.
743932	Hindi niya kayang patakbuhin itong makinang ito.	310826	She cannot work this machine.
743933	Limang taon na ang nakalipas nang namatay ang lolo ko.	273855	My grandfather died five years ago.
743934	Wala pang limang taong gulang si Cookie.	63010	Cookie is under 5 years old.
743935	Binigyan ako ng lolo ko ng regalo sa aking kaarawan.	273874	My grandfather gave me a birthday present.
743936	Mahirap simulang patakbuhin ang makina sa malalamig na umaga.	21168	It's difficult to get the car going on cold mornings.
743937	Hindi malinaw ang nais sabihin ng manunulat.	318287	It is not clear what the writer is trying to say.
743938	Medyo mainip ang unang araw ko sa unibersidad.	275586	My first day in the university was rather boring.
743939	Maraming matatangkad na gusali sa bayang ito.	45075	The town has many high buildings.
743940	Maglakad ka pa ng tatlong kanto at makikita mo ang museo sa kaliwa.	31697	Walk three more blocks and you will find the museum on your left.
743942	Wala pa siyang kasanayan sa trabahong ito.	663919	He still has no experience for this job.
743943	Dumating siya kahit malakas ang pag-snow.	301312	He came in spite of the heavy snow.
744098	Tumingin-tingin ako sa loob ng tindahan.	259602	I looked around the inside of the store.
744099	Pahingi ng inumin.	694400	Please give me a drink.
744101	Bihira siyang lumabas kapag Linggo.	316090	She rarely goes out on Sundays.
744103	Pumunta ka lang kapag gusto mo.	66199	Please come whenever you like.
744109	Naubos niya ang pera niya.	289465	He ran out of money.
744109	Naubos niya ang pera niya.	295467	He exhausted his money.
744111	Walang ulap ngayong araw.	242775	There were no clouds today.
744324	Sumigaw 'yung babae nang makakita siya ng apoy.	46469	The girl screamed when she saw the flames.
744325	Bihira lang umulan dito.	31793	It hardly ever rains here.
744326	Matapat ako.	258975	I'm an honest person.
744326	Matapat ako.	2202947	I'm honest.
744327	Phoenix ang kabisera ng Arizona.	34395	Phoenix is the capital of Arizona.
745787	Mahilig sa alak ang mga European.	497135	Europeans like to drink wine.
746766	Dito ako kakain.	449106	I'll eat here.
746768	Wala akong brilyanteng singsing, pero masaya pa rin ako.	41117	I'm not wearing a diamond ring, but I'm happy.
746769	Nakapagkolehiyo siya salamat sa scholarship.	315001	She was able to go to college thanks to the scholarship.
746771	Umupo kami nang pabilog.	248551	We sat in a ring.
746772	Mahilig ka ba sa baseball?	594695	Do you like baseball?
746773	Tunawin ang asukal sa mainit na tubig.	243605	Dissolve sugar in hot water.
746775	Umiibig sa kapatid kong babae ang lalaking iyon.	68082	That man is in love with my sister.
746776	Padalhan mo ako ng postcard.	324886	Send me a postcard.
746778	Itinuturo ang Chinese bilang ikalawang pambansang wika sa Singapore.	52476	They teach Chinese as a second national language in Singapore.
746780	Papuntang Finland ang barko.	45702	The ship is bound for Finland.
746781	Ano ang ginagawa niya?	311873	What does she do?
746783	Kumakanta ang mga ibon sa gubat.	267644	The birds were singing in the forest.
746784	Nakapagtrabaho siya hanggang 75 taong gulang dahil sa kanyang malusog na katawan.	238964	His good health enabled him to work till the age of seventy-five.
746786	Saan mo gagamitin ang perang 'to?	495643	What do you need this money for?
746787	Gumagana naman nang maayos ang relo ko.	251020	My watch is running all right.
746788	Nagpakasal ang kapatid kong babae sa isang guro ng mataas na paaralan noong Hunyo.	19451	My sister married a high school teacher last June.
746789	Maaari ka bang magbigay ng alternatibong petsa?	320307	Could you suggest an alternative date?
746793	Kahit ano'ng mangyari, wala akong sasabihan.	521266	Whatever happens, I won't tell anybody about it.
746795	Maghanda ka na! Bukas na ang huling araw.	507010	Get ready! Tomorrow is the last day.
746797	Maghanda na kayo! Bukas na ang huling araw.	507010	Get ready! Tomorrow is the last day.
746798	Pwede ko bang hiramin itong payong?	407575	Can I borrow this umbrella?
746803	Di siya nag-oonline kahit kailan, kahit sa bakasyon.	347690	She is never online, even during her vacation.
746804	Malapit na siyang gumaling.	290210	He will get well very soon.
746805	Pinasalamatan ako ni Tom para sa regalo.	37041	Tom thanked me for the gift.
746806	Mahahanap mo ang libro sa silid-aklatan.	43914	You'll find the book in the library.
746807	Hindi ko alam na malakas pala siya uminom.	2364	I didn't know he drank so much.
746808	Nagplano kaming magkita sa estasyon ng tren ng alas-singko.	674257	I arranged a meeting at the train station with her at five o'clock.
746809	Halatang pagod na siya.	308466	That she was tired was plain to see.
746810	Bisitahin mo ako kapag nasa bayan ka.	277856	Please look in on me when you're in town.
746811	Bata pa lang si John ay nangongolekta na siya ng mga stamp.	52596	John has been collecting stamps since he was a child.
746812	May kaunting lamang siya sa kalaban niya.	300850	He had a slight edge on his opponent.
746813	Malaki ang pag-asang manalo ang pangkat natin.	65590	The chances are very good that our team will win.
746815	Sabi ng guro namin, "Ang tubig ay kumukulo sa 100 antas ng sentigrado."	486480	Our teacher said, "Water boils at 100 degrees."
746909	Nakita namin si Gng. Brown sa teatro.	248618	We met Mrs. Brown at the theater.
746911	Kalilinis lang namin ng mga kubeta.	662756	We've just cleaned the toilets.
746912	Ang buong experimento ay naitala sa pelikula.	265196	The whole experiment was recorded on film.
746913	Minsan hindi ako mapalagay kapag naiisip ko ang kinabukasan.	258155	I sometimes get uneasy about the future.
746914	Naramdaman ko ang pagod pagkatapos ng laro.	62624	I felt exhausted when the game was over.
746915	Hindi matapos-tapos ang daldalan ng mga babae.	322875	The girls' chatter was endless.
746917	Nagpakita sila ng bagong produkto sa telebisyon.	305923	They advertised a new product on TV.
746918	Pupunta ka ba sa party mamayang gabi?	243320	Will you go to the party tonight?
746919	Gusto ni Tatay na mag-aral ako sa ibang bansa habang bata pa ako.	319347	Father wants me to study abroad while I am young.
746921	Dapat maitala sa dokumento ang kasal sa Japan.	281224	The marriage must be reported in a document in Japan.
746923	Patas dapat ang pagtrato ng mga guro sa kanilang estudyante.	273028	Teachers should deal fairly with their pupils.
746927	Siya ang kumatawan sa klase niya sa pagtitipon.	289763	He represented his class at the meeting.
746929	Binili ko ito nang sampung dolyar.	254785	I bought it for ten dollars.
746930	Waiter, pakisingil kami nang hiwa-hiwalay.	33761	Waiter, give us separate checks, please.
746930	Waiter, pakisingil kami nang hiwa-hiwalay.	2283219	Waiter, please split the check.
746932	Huwag mo kalimutang ikandado ang pinto.	239945	Don't forget to bolt the door.
746933	Ang populasyon ng bansa ay tinatayang mga 50,000,000.	59258	The population of the country is roughly estimated at 50,000,000.
746934	Pinakamagandang araw ito ng buhay ko.	242904	Today is the best day of my life.
746935	Bigyan mo ako ng isa pang pagkakataon.	31490	Give me a second chance.
746935	Bigyan mo ako ng isa pang pagkakataon.	31491	Give me another chance.
746937	Maghintay lang po kayo sandali.	279340	Please hold the line.
746937	Maghintay lang po kayo sandali.	430067	Please wait a moment.
746939	Sa palagay ko, ang soccer ay isang kahanga-hangang paligsahan.	54115	In my opinion, soccer is a great sport.
746940	Hindi mahalaga kung manalo ka o hindi.	267364	It doesn't matter whether you win or not.
746941	Nakatira kami sa nayon.	263021	We live in the suburbs.
746944	Sa pagpasok ng recession, isa-isang tinanggal sa trabaho ang mga pansamantalang empleyado.	237939	As the recession set in, temporary employees were laid off one after another.
746945	Nilapitan siya ng swerte.	240709	Fortune beamed on him.
746946	Nagsusuot kami ng uniporme sa aming paaralan.	247455	We wear uniforms at our school.
746947	Nakahanap ako ng isa pang trabaho.	320299	I've found another job.
746948	Tinitingala ka ng lahat.	69893	You're respected by everybody.
746949	Mukhang pupunta siya ng Kashgar.	553767	It sounds like she is going to Kashgar.
746951	Mayroon siyang maliit na piano na may gulong, at isang kawawang payat na unggoy na nakaupo dito.	299216	He had a little piano on wheels, and a poor thin monkey which sat on top of it.
746952	Laging maganda ang sinasabi tungkol kay Tom.	276527	Everyone always speaks well of Tom.
746953	Walang mali sa ating dalawa.	68835	Neither you nor I are mistaken.
746955	Nakapaglakbay ka na ba sa pamamagitan ng eroplano?	9591	Have you ever traveled in a plane?
746956	Gusto niyo po bang umupo?	243638	Won't you take a chair?
746956	Gusto niyo po bang umupo?	1122165	Would you like to be seated?
746958	Inunahan nila ang aming sasakyan.	305219	Their car overtook ours.
746960	Malaki ang isdang ito.	59689	This fish is big.
746961	Hindi ka makakasalungat sa batas ng kalikasan.	264459	You can't go against the laws of nature.
746962	Maswerte itong taon na ito para sa kanya.	243176	This year has been a lucky one for him.
746963	Dumating si Takeshi, ngunit hindi siya nagtagal.	319448	Takeshi did come, but didn't stay long.
746964	Sira ang tiyan ko.	266561	I have soft stools.
746965	Pagkabukas na pagkabukas niya ng pinto, may naamoy siyang nasusunog.	39021	The instant he opened the door, he smelt something burning.
746966	Hinuli si Tom bilang isang suspek sa krimen.	682120	Tom was arrested as a suspect in a criminal case.
746968	Mahina na ang memorya ko.	20210	My memory is failing.
746969	Kamakailan lamang pinaluwag ang mga alituntunin.	48785	The rules were recently relaxed.
746971	Natapos kargahan ang barko sa loob ng dalawang araw.	273411	The ship loaded in two days.
746972	Sinindihan niya ang ilaw.	317152	She turned on the light.
746973	Ito ang anak kong babae.	61484	This is my daughter.
746974	Turuan mo akong maglaro.	50509	Tell me how to play the game.
746975	Nagpapatong-patong ang mga bayarin.	534646	The bills keep piling up.
746978	OK lang ba sayo'ng tulungan ako sa trabahong iyon?	250941	Are you willing to help me with that work?
746979	Maliban sa iilang pagkakamali sa pagbaybay, ito ay isang magandang katha.	267706	Apart from a few spelling mistakes, it is a good composition.
746980	Patay iyong taong iyon.	462530	That man is dead.
746983	Mas malaki ang pagmamahal ko sa'yo kaysa sa pagmamahal mo sa akin.	17829	I love you more than you love me.
746985	Ano ang kulay ng pinakakanang singsing sa watawat ng Olympics?	327538	What color is the far right ring on the Olympic flag?
746986	Kulang ang tangkad niya upang maabot ang kisame.	301754	He wasn't tall enough to get at the ceiling.
746988	Noong pumasok ako sa kuwarto niya, nagbabasa siya ng libro.	483689	When I entered his room, he was reading a book.
746989	Sa tingin ko hindi niya kamukha ang nanay niya.	575305	I don't think that she looks like her mother.
746991	Ang pagtulog ay kailangan para sa magandang kalusugan.	270954	Sleep is necessary to good health.
746992	Ano'ng tingin mo sa vegetable tempura?	324116	What do you think about vegetable tempura?
746993	Gusto ko sanang pumunta sa concert.	253822	I wanted to go to the concert.
746994	Sinira ng ulan ang piknik namin.	26804	The rain spoiled our picnic.
746995	Gusto namin ng kotse.	263075	We want a car.
746997	Tinanggal sa listahan ang mga pangalan niyo.	662591	Your names were crossed off the list.
746998	Kapareho ito sa bisikleta ko.	55626	This is the same bicycle as mine.
746999	Popular siya sa kanyang mga kasamahan.	302055	He's popular among his colleagues.
747001	Tumingin ka sa magandang panig ng mga bagay.	319953	Look at the sunny side of things.
747003	Tumakbo siya pababa ng hagdan.	312970	She dashed downstairs.
747004	Ano'ng binabasa mo?	24676	What are you reading?
747006	Ang inosenteng crush ni Lucy ay naging isang pagkahumaling.	573866	Lucy's innocent crush turned into an obsession.
747007	Ang tiyuhin ni Ken ay may malaking manukan.	62521	Ken's uncle has a big chicken farm.
747009	Sabi ng pahayagan, tinamaan daw ng bagyo ang Kyushu.	269402	The newspaper says that the typhoon hit Kyushu.
747010	Bukas ba sa lahat ang gusaling ito?	59454	Is this building open to the public?
747011	Pinagsikapan niyang gawin ang kanyang tungkulin.	314650	She endeavored to do her duty.
747054	Ang Inglatera ay katulad ng Hapon sa maraming kadahilanan.	66614	England resembles Japan in many respects.
747055	Oh, ano'ng nangyari sa kanya?	42965	Well, what happened to her?
747057	Mahirap panatilihing maayos ang kuwarto ko.	264787	It is hard work to keep my room in proper order.
747058	Sasama ka ba sa akin sa tindahan?	703313	Will you come with me to the store?
747061	Wala na rin tayong itlog.	431114	We're also out of eggs.
747062	Hindi siya umabot ng 6 talampakan katulad ng tatay niya.	47533	The boy did not reach his father's stature of six feet.
747067	Ramdam niya ang saya kahit na siya'y nabigo.	264963	He feels happy in spite of his failure.
747069	Oras na para lumagay ka sa tahimik.	31215	It's high time you got married and settled down.
747072	Masayang tawirin ang karagatan sakay ng barko.	456139	It is very pleasant to cross the ocean by ship.
747073	Nakakatulog ako sa klase paminsan-minsan.	258154	I fall asleep in the class every now and then.
747074	Pasensya na, medyo marami akong gagawin ngayon.	51490	Sorry, I've got my hands full now.
747075	Huwag mong isingit ang mga puna mo.	25670	Don't cut in with your remarks.
747076	Biglang naging maingay.	280659	Suddenly, it became noisy.
747077	Paano ka pumupunta sa paaralan?	38327	How do you go to school?
747079	Ito ay libro tungkol sa modernong paggamit ng Ingles.	55736	This is a book on modern English usage.
747081	Naiinis si Fred kapag nakakarinig siya ng maingay na tugtog.	395395	When Fred hears loud music, he gets annoyed.
747082	Dumaan ako sa munisipyo ng bayan papunta sa estasyon.	26022	I passed the city hall on my way to the station.
747083	Mayroong gawa-gawang kaibigan ang anak ko.	578850	My daughter has a make-believe friend.
747084	Ang aksidente ay bunga ng kawalang-isip.	263742	Accidents arise from carelessness.
747085	Sana'y hindi kita naaabala.	64437	I hope I'm not disturbing you.
747086	Gawin natin itong maikli.	41797	Let's make it brief.
747087	Kahit isang salita'y hindi lumabas sa kanyang bibig.	40877	Not a word did he speak.
747089	Binigyan niya ako ng hindi bababa sa 10000 yen.	288333	He gave me no less than 10000 yen.
747091	Malaya na ako sa aking tatay.	255801	I am now independent of my father.
747092	Sa bagong taon, buong gabi aandar ang mga tren.	65121	On New Year's Eve, the trains will run all night.
